Region	Sub-table	Start Frequency	End Frequency	Service	Footnotes
US	Federal Government	34200000000	34700000000	SPACE RESEARCH (deep space) 	US262
US	Federal Government	34700000000	35500000000	-	US360  G117
US	Federal Government	34700000000	35500000000	RADIOLOCATION	
US	Federal Government	35500000000	36000000000	-	US360  G117
US	Federal Government	35500000000	36000000000	EARTH EXPLORATION-SATELLITE (active)	
US	Federal Government	35500000000	36000000000	RADIOLOCATION	
US	Federal Government	35500000000	36000000000	SPACE RESEARCH (active)	
US	Federal Government	36000000000	37000000000	-	US263  US342
US	Federal Government	36000000000	37000000000	EARTH EXPLORATION-SATELLITE (passive)	
US	Federal Government	36000000000	37000000000	FIXED	
US	Federal Government	36000000000	37000000000	MOBILE	
US	Federal Government	36000000000	37000000000	SPACE RESEARCH (passive)	
US	Federal Government	37000000000	38000000000	FIXED	
US	Federal Government	37000000000	38000000000	MOBILE	
US	Federal Government	37000000000	38000000000	SPACE RESEARCH (space-to-Earth)	
US	Federal Government	38000000000	38600000000	FIXED	
US	Federal Government	38000000000	38600000000	MOBILE	
US	Federal Government	38600000000	39500000000	-	
US	Federal Government	39500000000	40000000000	-	G117
US	Federal Government	39500000000	40000000000	FIXED-SATELLITE (space-to-Earth)	
US	Federal Government	39500000000	40000000000	MOBILE-SATELLITE (space-to-Earth) 	US382
US	Federal Government	40000000000	40500000000	-	G117
US	Federal Government	40000000000	40500000000	EARTH EXPLORATION-SATELLITE (Earth-to-space)	
US	Federal Government	40000000000	40500000000	Earth exploration-satellite (space-to-Earth)	
US	Federal Government	40000000000	40500000000	FIXED-SATELLITE (space-to-Earth)	
US	Federal Government	40000000000	40500000000	MOBILE-SATELLITE (space-to-Earth)	
US	Federal Government	40000000000	40500000000	SPACE RESEARCH (Earth-to-space)	
US	Federal Government	40500000000	41000000000	-	US211  G117
US	Federal Government	40500000000	41000000000	FIXED-SATELLITE (space-to-Earth)	
US	Federal Government	40500000000	41000000000	Mobile-satellite (space-to-Earth)	
US	Federal Government	41000000000	42500000000	-	US211
US	Federal Government	42500000000	43500000000	-	US342
US	Federal Government	42500000000	43500000000	FIXED	
US	Federal Government	42500000000	43500000000	FIXED-SATELLITE (Earth-to-space)	
US	Federal Government	42500000000	43500000000	MOBILE except aeronautical mobile	
US	Federal Government	42500000000	43500000000	RADIO ASTRONOMY	
US	Federal Government	43500000000	45500000000	-	G117
US	Federal Government	43500000000	45500000000	FIXED-SATELLITE (Earth-to-space)	
US	Federal Government	43500000000	45500000000	MOBILE-SATELLITE (Earth-to-space)	
US	Federal Government	45500000000	46900000000	-	5.554
US	Federal Government	45500000000	46900000000	MOBILE	
US	Federal Government	45500000000	46900000000	MOBILE-SATELLITE (Earth-to-space)	
US	Federal Government	45500000000	46900000000	RADIONAVIGATION-SATELLITE	
US	Federal Government	46900000000	47000000000	-	5.554
US	Federal Government	46900000000	47000000000	MOBILE	
US	Federal Government	46900000000	47000000000	MOBILE-SATELLITE (Earth-to-space)	
US	Federal Government	46900000000	47000000000	RADIONAVIGATION-SATELLITE	
US	Federal Government	47000000000	48200000000	-	
US	Federal Government	48200000000	50200000000	-	5.555  US342
US	Federal Government	48200000000	50200000000	FIXED	
US	Federal Government	48200000000	50200000000	FIXED-SATELLITE (Earth-to-space) 	US297
US	Federal Government	48200000000	50200000000	MOBILE	US264
US	Federal Government	50200000000	50400000000	-	US246
US	Federal Government	50200000000	50400000000	EARTH EXPLORATION-SATELLITE (passive)	
US	Federal Government	50200000000	50400000000	SPACE RESEARCH (passive)	
US	Federal Government	50400000000	51400000000	FIXED	
US	Federal Government	50400000000	51400000000	FIXED-SATELLITE (Earth-to-space)	
US	Federal Government	50400000000	51400000000	G117	
US	Federal Government	50400000000	51400000000	MOBILE	
US	Federal Government	50400000000	51400000000	MOBILE-SATELLITE (Earth-to-space)	
US	Federal Government	51400000000	52600000000	FIXED	
US	Federal Government	51400000000	52600000000	MOBILE	
US	Federal Government	52600000000	54250000000	-	US246
US	Federal Government	52600000000	54250000000	EARTH EXPLORATION-SATELLITE (passive)	
US	Federal Government	52600000000	54250000000	SPACE RESEARCH (passive)	
US	Federal Government	54250000000	55780000000	EARTH EXPLORATION-SATELLITE (passive)	
US	Federal Government	54250000000	55780000000	INTER-SATELLITE	5.556A
US	Federal Government	54250000000	55780000000	SPACE RESEARCH (passive)	
US	Federal Government	55780000000	56900000000	-	US263  US353
US	Federal Government	55780000000	56900000000	EARTH EXPLORATION-SATELLITE (passive)	
US	Federal Government	55780000000	56900000000	FIXED	US379
US	Federal Government	55780000000	56900000000	INTER-SATELLITE	5.556A
US	Federal Government	55780000000	56900000000	MOBILE	5.558
US	Federal Government	55780000000	56900000000	SPACE RESEARCH (passive)	
US	Federal Government	56900000000	57000000000	-	US263
US	Federal Government	56900000000	57000000000	EARTH EXPLORATION-SATELLITE (passive)	
US	Federal Government	56900000000	57000000000	FIXED	
US	Federal Government	56900000000	57000000000	INTER-SATELLITE  G128	
US	Federal Government	56900000000	57000000000	MOBILE	5.558
US	Federal Government	56900000000	57000000000	SPACE RESEARCH (passive)	
US	Federal Government	57000000000	58200000000	-	US263
US	Federal Government	57000000000	58200000000	EARTH EXPLORATION-SATELLITE (passive)	
US	Federal Government	57000000000	58200000000	FIXED	
US	Federal Government	57000000000	58200000000	INTER-SATELLITE	5.556A
US	Federal Government	57000000000	58200000000	MOBILE	5.558
US	Federal Government	57000000000	58200000000	SPACE RESEARCH (passive)	
US	Federal Government	58200000000	59000000000	-	US353  US354
US	Federal Government	58200000000	59000000000	EARTH EXPLORATION-SATELLITE (passive)	
US	Federal Government	58200000000	59000000000	FIXED	
US	Federal Government	58200000000	59000000000	MOBILE	
US	Federal Government	58200000000	59000000000	SPACE RESEARCH (passive)	
US	Federal Government	59000000000	59300000000	-	US353
US	Federal Government	59000000000	59300000000	EARTH EXPLORATION-SATELLITE (passive)	
US	Federal Government	59000000000	59300000000	FIXED	
US	Federal Government	59000000000	59300000000	INTER-SATELLITE	5.556A
US	Federal Government	59000000000	59300000000	MOBILE	5.558
US	Federal Government	59000000000	59300000000	RADIOLOCATION	5.559
US	Federal Government	59000000000	59300000000	SPACE RESEARCH (passive)	
US	Federal Government	59300000000	64000000000	-	5.138  US353
US	Federal Government	59300000000	64000000000	FIXED	
US	Federal Government	59300000000	64000000000	INTER-SATELLITE	
US	Federal Government	59300000000	64000000000	MOBILE	5.558
US	Federal Government	59300000000	64000000000	RADIOLOCATION	5.559
US	Federal Government	64000000000	65000000000	FIXED	
US	Federal Government	64000000000	65000000000	INTER-SATELLITE	
US	Federal Government	64000000000	65000000000	MOBILE except aeronautical mobile	
US	Federal Government	65000000000	66000000000	EARTH EXPLORATION-SATELLITE	
US	Federal Government	65000000000	66000000000	FIXED	
US	Federal Government	65000000000	66000000000	MOBILE except aeronautical mobile	
US	Federal Government	65000000000	66000000000	SPACE RESEARCH	
US	Federal Government	66000000000	71000000000	-	5.554
US	Federal Government	66000000000	71000000000	MOBILE	5.553  5.558
US	Federal Government	66000000000	71000000000	MOBILE-SATELLITE	
US	Federal Government	66000000000	71000000000	RADIONAVIGATION	
US	Federal Government	66000000000	71000000000	RADIONAVIGATION-SATELLITE	
US	Federal Government	71000000000	74000000000	-	US389
US	Federal Government	71000000000	74000000000	FIXED	
US	Federal Government	71000000000	74000000000	FIXED-SATELLITE (space-to-Earth)	
US	Federal Government	71000000000	74000000000	MOBILE	
US	Federal Government	71000000000	74000000000	MOBILE-SATELLITE (space-to-Earth)	
US	Federal Government	74000000000	76000000000	-	US389
US	Federal Government	74000000000	76000000000	FIXED	
US	Federal Government	74000000000	76000000000	FIXED-SATELLITE (space-to-Earth)	
US	Federal Government	74000000000	76000000000	MOBILE	
US	Federal Government	74000000000	76000000000	Space research (space-to-Earth)	
US	Federal Government	76000000000	77500000000	-	US342
US	Federal Government	76000000000	77500000000	RADIO ASTRONOMY	
US	Federal Government	76000000000	77500000000	RADIOLOCATION	
US	Federal Government	76000000000	77500000000	Space research (space-to-Earth)	
US	Federal Government	77500000000	78000000000	-	US342
US	Federal Government	77500000000	78000000000	Radio astronomy	
US	Federal Government	77500000000	78000000000	Space research (space-to-Earth)	
US	Federal Government	78000000000	79000000000	-	5.560  US342
US	Federal Government	78000000000	79000000000	RADIO ASTRONOMY	
US	Federal Government	78000000000	79000000000	RADIOLOCATION	
US	Federal Government	78000000000	79000000000	Space research (space-to-Earth)	
US	Federal Government	79000000000	81000000000	-	US342
US	Federal Government	79000000000	81000000000	RADIO ASTRONOMY	
US	Federal Government	79000000000	81000000000	RADIOLOCATION	
US	Federal Government	79000000000	81000000000	Space research (space-to-Earth)	
US	Federal Government	81000000000	84000000000	-	US342  US388  US389
US	Federal Government	81000000000	84000000000	FIXED	
US	Federal Government	81000000000	84000000000	FIXED-SATELLITE (Earth-to-space) 	US297
US	Federal Government	81000000000	84000000000	MOBILE	
US	Federal Government	81000000000	84000000000	MOBILE-SATELLITE (Earth-to-space)	
US	Federal Government	81000000000	84000000000	RADIO ASTRONOMY	
US	Federal Government	81000000000	84000000000	Space research (space-to-Earth)	
US	Federal Government	84000000000	86000000000	-	US342  US388  US389
US	Federal Government	84000000000	86000000000	FIXED	
US	Federal Government	84000000000	86000000000	FIXED-SATELLITE (Earth-to-space)	
US	Federal Government	84000000000	86000000000	MOBILE	
US	Federal Government	84000000000	86000000000	RADIO ASTRONOMY	
US	Federal Government	86000000000	92000000000	-	US246
US	Federal Government	86000000000	92000000000	EARTH EXPLORATION-SATELLITE (passive)	
US	Federal Government	86000000000	92000000000	RADIO ASTRONOMY	US74
US	Federal Government	86000000000	92000000000	SPACE RESEARCH (passive)	
US	Federal Government	92000000000	94000000000	-	US342  US388
US	Federal Government	92000000000	94000000000	FIXED	
US	Federal Government	92000000000	94000000000	MOBILE	
US	Federal Government	92000000000	94000000000	RADIO ASTRONOMY	
US	Federal Government	92000000000	94000000000	RADIOLOCATION	
US	Federal Government	94000000000	94100000000	-	5.562  5.562A
US	Federal Government	94000000000	94100000000	EARTH EXPLORATION-SATELLITE (active)	
US	Federal Government	94000000000	94100000000	Radio astronomy	
US	Federal Government	94000000000	94100000000	RADIOLOCATION	
US	Federal Government	94000000000	94100000000	SPACE RESEARCH (active)	
US	Federal Government	94100000000	95000000000	-	US342  US388
US	Federal Government	94100000000	95000000000	FIXED	
US	Federal Government	94100000000	95000000000	MOBILE	
US	Federal Government	94100000000	95000000000	RADIO ASTRONOMY	
US	Federal Government	94100000000	95000000000	RADIOLOCATION	
US	Federal Government	95000000000	100000000000	-	5.554  US342
US	Federal Government	95000000000	100000000000	FIXED	
US	Federal Government	95000000000	100000000000	MOBILE	
US	Federal Government	95000000000	100000000000	RADIO ASTRONOMY	
US	Federal Government	95000000000	100000000000	RADIOLOCATION	
US	Federal Government	95000000000	100000000000	RADIONAVIGATION	
US	Federal Government	95000000000	100000000000	RADIONAVIGATION-SATELLITE	
US	Federal Government	100000000000	102000000000	-	5.341  US246
US	Federal Government	100000000000	102000000000	EARTH EXPLORATION-SATELLITE (passive)	
US	Federal Government	100000000000	102000000000	RADIO ASTRONOMY	US74
US	Federal Government	100000000000	102000000000	SPACE RESEARCH (passive)	
US	Federal Government	102000000000	105000000000	-	5.341  US342
US	Federal Government	102000000000	105000000000	FIXED	
US	Federal Government	102000000000	105000000000	MOBILE	
US	Federal Government	102000000000	105000000000	RADIO ASTRONOMY	
US	Federal Government	105000000000	109500000000	-	5.341  US342
US	Federal Government	105000000000	109500000000	FIXED	
US	Federal Government	105000000000	109500000000	MOBILE	
US	Federal Government	105000000000	109500000000	RADIO ASTRONOMY	
US	Federal Government	105000000000	109500000000	SPACE RESEARCH (passive) 	5.562B
US	Federal Government	109500000000	111800000000	-	5.341  US246
US	Federal Government	109500000000	111800000000	EARTH EXPLORATION-SATELLITE (passive)	
US	Federal Government	109500000000	111800000000	RADIO ASTRONOMY	US74
US	Federal Government	109500000000	111800000000	SPACE RESEARCH (passive)	
US	Federal Government	111800000000	114250000000	-	5.341  US342
US	Federal Government	111800000000	114250000000	FIXED	
US	Federal Government	111800000000	114250000000	MOBILE	
US	Federal Government	111800000000	114250000000	RADIO ASTRONOMY	
US	Federal Government	111800000000	114250000000	SPACE RESEARCH (passive) 	5.562B
US	Federal Government	114250000000	116000000000	-	5.341  US246
US	Federal Government	114250000000	116000000000	EARTH EXPLORATION-SATELLITE (passive)	
US	Federal Government	114250000000	116000000000	RADIO ASTRONOMY	US74
US	Federal Government	114250000000	116000000000	SPACE RESEARCH (passive)	
US	Federal Government	116000000000	122250000000	-	5.138  5.341  US211
US	Federal Government	116000000000	122250000000	EARTH EXPLORATION-SATELLITE (passive)	
US	Federal Government	116000000000	122250000000	INTER-SATELLITE	5.562C
US	Federal Government	116000000000	122250000000	SPACE RESEARCH (passive)	
US	Federal Government	122250000000	123000000000	-	5.138
US	Federal Government	122250000000	123000000000	FIXED	
US	Federal Government	122250000000	123000000000	INTER-SATELLITE	
US	Federal Government	122250000000	123000000000	MOBILE	5.558
US	Federal Government	123000000000	130000000000	-	5.554  US211  US342
US	Federal Government	123000000000	130000000000	FIXED-SATELLITE (space-to-Earth)	
US	Federal Government	123000000000	130000000000	MOBILE-SATELLITE (space-to-Earth)	
US	Federal Government	123000000000	130000000000	Radio astronomy	
US	Federal Government	123000000000	130000000000	RADIONAVIGATION	
US	Federal Government	123000000000	130000000000	RADIONAVIGATION-SATELLITE	
US	Federal Government	130000000000	134000000000	-	5.562A  US342
US	Federal Government	130000000000	134000000000	EARTH EXPLORATION-SATELLITE (active) 	5.562E
US	Federal Government	130000000000	134000000000	FIXED	
US	Federal Government	130000000000	134000000000	INTER-SATELLITE	
US	Federal Government	130000000000	134000000000	MOBILE	5.558
US	Federal Government	130000000000	134000000000	RADIO ASTRONOMY	
US	Federal Government	134000000000	136000000000	Radio astronomy	
US	Federal Government	136000000000	141000000000	-	US342
US	Federal Government	136000000000	141000000000	RADIO ASTRONOMY	
US	Federal Government	136000000000	141000000000	RADIOLOCATION	
US	Federal Government	141000000000	148500000000	-	US342
US	Federal Government	141000000000	148500000000	FIXED	
US	Federal Government	141000000000	148500000000	MOBILE	
US	Federal Government	141000000000	148500000000	RADIO ASTRONOMY	
US	Federal Government	141000000000	148500000000	RADIOLOCATION	
US	Federal Government	148500000000	151500000000	-	US246
US	Federal Government	148500000000	151500000000	EARTH EXPLORATION-SATELLITE (passive)	
US	Federal Government	148500000000	151500000000	RADIO ASTRONOMY	US74
US	Federal Government	148500000000	151500000000	SPACE RESEARCH (passive)	
US	Federal Government	151500000000	155500000000	-	US342
US	Federal Government	151500000000	155500000000	FIXED	
US	Federal Government	151500000000	155500000000	MOBILE	
US	Federal Government	151500000000	155500000000	RADIO ASTRONOMY	
US	Federal Government	151500000000	155500000000	RADIOLOCATION	
US	Federal Government	155500000000	158500000000	-	5.562F  5.562G  US342
US	Federal Government	155500000000	158500000000	EARTH EXPLORATION-SATELLITE (passive)	
US	Federal Government	155500000000	158500000000	FIXED	
US	Federal Government	155500000000	158500000000	MOBILE	
US	Federal Government	155500000000	158500000000	RADIO ASTRONOMY	
US	Federal Government	155500000000	158500000000	SPACE RESEARCH (passive) 	5.562B
US	Federal Government	158500000000	164000000000	-	US211
US	Federal Government	158500000000	164000000000	FIXED	
US	Federal Government	158500000000	164000000000	FIXED-SATELLITE (space-to-Earth)	
US	Federal Government	158500000000	164000000000	MOBILE	
US	Federal Government	158500000000	164000000000	MOBILE-SATELLITE (space-to-Earth)	
US	Federal Government	164000000000	167000000000	-	US246
US	Federal Government	164000000000	167000000000	EARTH EXPLORATION-SATELLITE (passive)	
US	Federal Government	164000000000	167000000000	RADIO ASTRONOMY	US74
US	Federal Government	164000000000	167000000000	SPACE RESEARCH (passive)	
US	Federal Government	167000000000	174500000000	-	US211  US342
US	Federal Government	167000000000	174500000000	FIXED	
US	Federal Government	167000000000	174500000000	FIXED-SATELLITE (space-to-Earth)	
US	Federal Government	167000000000	174500000000	INTER-SATELLITE	
US	Federal Government	167000000000	174500000000	MOBILE	5.558
US	Federal Government	174500000000	174800000000	FIXED	
US	Federal Government	174500000000	174800000000	INTER-SATELLITE	
US	Federal Government	174500000000	174800000000	MOBILE	5.558
US	Federal Government	174800000000	182000000000	EARTH EXPLORATION-SATELLITE (passive)	
US	Federal Government	174800000000	182000000000	INTER-SATELLITE	5.562H
US	Federal Government	174800000000	182000000000	SPACE RESEARCH (passive)	
US	Federal Government	182000000000	185000000000	-	US246
US	Federal Government	182000000000	185000000000	EARTH EXPLORATION-SATELLITE (passive)	
US	Federal Government	182000000000	185000000000	RADIO ASTRONOMY	
US	Federal Government	182000000000	185000000000	SPACE RESEARCH (passive)	
US	Federal Government	185000000000	190000000000	EARTH EXPLORATION-SATELLITE (passive)	
US	Federal Government	185000000000	190000000000	INTER-SATELLITE	5.562H
US	Federal Government	185000000000	190000000000	SPACE RESEARCH (passive)	
US	Federal Government	190000000000	191800000000	-	US246
US	Federal Government	190000000000	191800000000	EARTH EXPLORATION-SATELLITE (passive)	
US	Federal Government	190000000000	191800000000	SPACE RESEARCH (passive)	
US	Federal Government	191800000000	200000000000	-	5.341  5.554  US211  US342
US	Federal Government	191800000000	200000000000	FIXED	
US	Federal Government	191800000000	200000000000	INTER-SATELLITE	
US	Federal Government	191800000000	200000000000	MOBILE	5.558
US	Federal Government	191800000000	200000000000	MOBILE-SATELLITE	
US	Federal Government	191800000000	200000000000	RADIONAVIGATION	
US	Federal Government	191800000000	200000000000	RADIONAVIGATION-SATELLITE	
US	Federal Government	200000000000	209000000000	-	5.341  5.563A  US246
US	Federal Government	200000000000	209000000000	EARTH EXPLORATION-SATELLITE (passive)	
US	Federal Government	200000000000	209000000000	RADIO ASTRONOMY	US74
US	Federal Government	200000000000	209000000000	SPACE RESEARCH (passive)	
US	Federal Government	209000000000	217000000000	-	5.341  5.342
US	Federal Government	209000000000	217000000000	FIXED	
US	Federal Government	209000000000	217000000000	FIXED-SATELLITE (Earth-to-space)	
US	Federal Government	209000000000	217000000000	MOBILE	
US	Federal Government	209000000000	217000000000	RADIO ASTRONOMY	
US	Federal Government	217000000000	226000000000	-	5.341  US342
US	Federal Government	217000000000	226000000000	FIXED	
US	Federal Government	217000000000	226000000000	FIXED-SATELLITE (Earth-to-space)	
US	Federal Government	217000000000	226000000000	MOBILE	
US	Federal Government	217000000000	226000000000	RADIO ASTRONOMY	
US	Federal Government	217000000000	226000000000	SPACE RESEARCH (passive) 	5.562B
US	Federal Government	226000000000	231500000000	-	US246
US	Federal Government	226000000000	231500000000	EARTH EXPLORATION-SATELLITE (passive)	
US	Federal Government	226000000000	231500000000	RADIO ASTRONOMY	
US	Federal Government	226000000000	231500000000	SPACE RESEARCH (passive)	
US	Federal Government	231500000000	232000000000	FIXED	
US	Federal Government	231500000000	232000000000	MOBILE	
US	Federal Government	231500000000	232000000000	Radiolocation	
US	Federal Government	232000000000	235000000000	FIXED	
US	Federal Government	232000000000	235000000000	FIXED-SATELLITE (space-to-Earth)	
US	Federal Government	232000000000	235000000000	MOBILE	
US	Federal Government	232000000000	235000000000	Radiolocation	
US	Federal Government	235000000000	238000000000	-	5.563A  5.563B
US	Federal Government	235000000000	238000000000	EARTH EXPLORATION-SATELLITE (passive)	
US	Federal Government	235000000000	238000000000	FIXED-SATELLITE (space-to-Earth)	
US	Federal Government	235000000000	238000000000	SPACE RESEARCH (passive)	
US	Federal Government	238000000000	240000000000	FIXED	
US	Federal Government	238000000000	240000000000	FIXED-SATELLITE (space-to-Earth)	
US	Federal Government	238000000000	240000000000	MOBILE	
US	Federal Government	238000000000	240000000000	RADIOLOCATION	
US	Federal Government	238000000000	240000000000	RADIONAVIGATION	
US	Federal Government	238000000000	240000000000	RADIONAVIGATION-SATELLITE	
US	Federal Government	240000000000	241000000000	FIXED	
US	Federal Government	240000000000	241000000000	MOBILE	
US	Federal Government	240000000000	241000000000	RADIOLOCATION	
US	Federal Government	241000000000	248000000000	-	5.138  US342
US	Federal Government	241000000000	248000000000	RADIO ASTRONOMY	
US	Federal Government	241000000000	248000000000	RADIOLOCATION	
US	Federal Government	248000000000	250000000000	-	US342
US	Federal Government	248000000000	250000000000	Radio astronomy	
US	Federal Government	250000000000	252000000000	-	5.563A  US246
US	Federal Government	250000000000	252000000000	EARTH EXPLORATION-SATELLITE (passive)	
US	Federal Government	250000000000	252000000000	RADIO ASTRONOMY	US74
US	Federal Government	250000000000	252000000000	SPACE RESEARCH (passive)	
US	Federal Government	252000000000	265000000000	-	5.554  US211  US342
US	Federal Government	252000000000	265000000000	FIXED	
US	Federal Government	252000000000	265000000000	MOBILE	
US	Federal Government	252000000000	265000000000	MOBILE-SATELLITE (Earth-to-space)	
US	Federal Government	252000000000	265000000000	RADIO ASTRONOMY	
US	Federal Government	252000000000	265000000000	RADIONAVIGATION	
US	Federal Government	252000000000	265000000000	RADIONAVIGATION-SATELLITE	
US	Federal Government	265000000000	275000000000	-	5.563A  US342
US	Federal Government	265000000000	275000000000	FIXED	
US	Federal Government	265000000000	275000000000	FIXED-SATELLITE (Earth-to-space)	
US	Federal Government	265000000000	275000000000	MOBILE	
US	Federal Government	265000000000	275000000000	RADIO ASTRONOMY	
US	Federal Government	275000000000	1000000000000	-	5.565
