Region	Sub-table	Start Frequency	End Frequency	Allocations	Footnotes
ITU Region 1		7300000000	7450000000	FIXED-SATELLITE (space-to-Earth)	
ITU Region 1		7300000000	7450000000	MOBILE except aeronautical mobile	
ITU Region 1		7450000000	7550000000	-	5.461A
ITU Region 1		7450000000	7550000000	FIXED	
ITU Region 1		7450000000	7550000000	FIXED-SATELLITE (space-to-Earth)	
ITU Region 1		7450000000	7550000000	METEOROLOGICAL-SATELLITE (space-to-Earth)	
ITU Region 1		7450000000	7550000000	MOBILE except aeronautical mobile	
ITU Region 1		7550000000	7750000000	FIXED	
ITU Region 1		7550000000	7750000000	FIXED-SATELLITE (space-to-Earth)	
ITU Region 1		7550000000	7750000000	MOBILE except aeronautical mobile	
ITU Region 1		7750000000	7850000000	FIXED	
ITU Region 1		7750000000	7850000000	METEOROLOGICAL-SATELLITE (space-to-Earth) 	5.461B
ITU Region 1		7750000000	7850000000	MOBILE except aeronautical mobile	
ITU Region 1		7850000000	7900000000	FIXED	
ITU Region 1		7850000000	7900000000	MOBILE except aeronautical mobile	
ITU Region 1		7900000000	8025000000	-	5.461
ITU Region 1		7900000000	8025000000	FIXED	
ITU Region 1		7900000000	8025000000	FIXED-SATELLITE (Earth-to-space)	
ITU Region 1		7900000000	8025000000	MOBILE	
ITU Region 1		8025000000	8175000000	-	5.462A
ITU Region 1		8025000000	8175000000	EARTH EXPLORATION-SATELLITE (space-to-Earth)	
ITU Region 1		8025000000	8175000000	FIXED	
ITU Region 1		8025000000	8175000000	FIXED-SATELLITE (Earth-to-space)	
ITU Region 1		8025000000	8175000000	MOBILE	5.463
ITU Region 1		8175000000	8215000000	-	5.462A
ITU Region 1		8175000000	8215000000	EARTH EXPLORATION-SATELLITE (space-to-Earth)	
ITU Region 1		8175000000	8215000000	FIXED	
ITU Region 1		8175000000	8215000000	FIXED-SATELLITE (Earth-to-space)	
ITU Region 1		8175000000	8215000000	METEOROLOGICAL-SATELLITE (Earth-to-space)	
ITU Region 1		8175000000	8215000000	MOBILE	5.463
ITU Region 1		8215000000	8400000000	-	5.462A
ITU Region 1		8215000000	8400000000	EARTH EXPLORATION-SATELLITE (space-to-Earth)	
ITU Region 1		8215000000	8400000000	FIXED	
ITU Region 1		8215000000	8400000000	FIXED-SATELLITE (Earth-to-space)	
ITU Region 1		8215000000	8400000000	MOBILE	5.463
ITU Region 1		8400000000	8500000000	FIXED	
ITU Region 1		8400000000	8500000000	MOBILE except aeronautical mobile	
ITU Region 1		8400000000	8500000000	SPACE RESEARCH (space-to-Earth) 	5.465  5.466
ITU Region 1		8500000000	8550000000	-	5.468  5.469
ITU Region 1		8500000000	8550000000	RADIOLOCATION	
ITU Region 1		8550000000	8650000000	-	5.468  5.469  5.469A
ITU Region 1		8550000000	8650000000	EARTH EXPLORATION-SATELLITE (active)	
ITU Region 1		8550000000	8650000000	RADIOLOCATION	
ITU Region 1		8550000000	8650000000	SPACE RESEARCH (active)	
ITU Region 1		8650000000	8750000000	-	5.468  5.469
ITU Region 1		8650000000	8750000000	RADIOLOCATION	
ITU Region 1		8750000000	8850000000	-	5.471
ITU Region 1		8750000000	8850000000	RADIOLOCATION	
ITU Region 1		8750000000	8850000000	AERONAUTICAL RADIONAVIGATION	5.47
ITU Region 1		8850000000	9000000000	-	5.473
ITU Region 1		8850000000	9000000000	RADIOLOCATION	
ITU Region 1		8850000000	9000000000	MARITIME RADIONAVIGATION	5.472
ITU Region 1		9000000000	9200000000	-	5.471  5.473A
ITU Region 1		9000000000	9200000000	AERONAUTICAL RADIONAVIGATION	5.337
ITU Region 1		9000000000	9200000000	RADIOLOCATION	
ITU Region 1		9200000000	9300000000	-	5.473  5.474
ITU Region 1		9200000000	9300000000	RADIOLOCATION	
ITU Region 1		9200000000	9300000000	MARITIME RADIONAVIGATION	5.472
ITU Region 1		9300000000	9500000000	-	5.427  5.474  5.475  5.475A  5.475B  5.476A
ITU Region 1		9300000000	9500000000	EARTH EXPLORATION-SATELLITE (active)	
ITU Region 1		9300000000	9500000000	SPACE RESEARCH (active)	
ITU Region 1		9300000000	9500000000	RADIOLOCATION	
ITU Region 1		9300000000	9500000000	RADIONAVIGATION	
ITU Region 1		9500000000	9800000000	-	5.476A
ITU Region 1		9500000000	9800000000	EARTH EXPLORATION-SATELLITE (active)	
ITU Region 1		9500000000	9800000000	RADIOLOCATION	
ITU Region 1		9500000000	9800000000	RADIONAVIGATION	
ITU Region 1		9500000000	9800000000	SPACE RESEARCH (active)	
ITU Region 1		9800000000	9900000000	-	5.477  5.478  5.478A  5.478B
ITU Region 1		9800000000	9900000000	RADIOLOCATION	
ITU Region 1		9800000000	9900000000	Earth exploration-satellite (active)	
ITU Region 1		9800000000	9900000000	Space research (active)	
ITU Region 1		9800000000	9900000000	Fixed	
ITU Region 1		9900000000	10000000000	-	5.477  5.478  5.479
ITU Region 1		9900000000	10000000000	RADIOLOCATION	
ITU Region 1		9900000000	10000000000	Fixed	
ITU Region 1		10000000000	10450000000	-	5.479
ITU Region 1		10000000000	10450000000	FIXED	
ITU Region 1		10000000000	10450000000	MOBILE	
ITU Region 1		10000000000	10450000000	RADIOLOCATION	
ITU Region 1		10000000000	10450000000	Amateur	
ITU Region 1		10450000000	10500000000	-	5.481
ITU Region 1		10450000000	10500000000	RADIOLOCATION	
ITU Region 1		10450000000	10500000000	Amateur	
ITU Region 1		10450000000	10500000000	Amateur-satellite	
ITU Region 1		10500000000	10550000000	FIXED	
ITU Region 1		10500000000	10550000000	MOBILE	
ITU Region 1		10500000000	10550000000	Radiolocation	
ITU Region 1		10550000000	10600000000	FIXED	
ITU Region 1		10550000000	10600000000	MOBILE except aeronautical mobile	
ITU Region 1		10550000000	10600000000	Radiolocation	
ITU Region 1		10600000000	10680000000	-	5.149  5.482  5.482A
ITU Region 1		10600000000	10680000000	EARTH EXPLORATION-SATELLITE (passive)	
ITU Region 1		10600000000	10680000000	FIXED	
ITU Region 1		10600000000	10680000000	MOBILE except aeronautical mobile	
ITU Region 1		10600000000	10680000000	RADIO ASTRONOMY	
ITU Region 1		10600000000	10680000000	SPACE RESEARCH (passive)	
ITU Region 1		10600000000	10680000000	Radiolocation	
ITU Region 1		10680000000	10700000000	-	5.340  5.483
ITU Region 1		10680000000	10700000000	EARTH EXPLORATION-SATELLITE (passive)	
ITU Region 1		10680000000	10700000000	RADIO ASTRONOMY	
ITU Region 1		10680000000	10700000000	SPACE RESEARCH (passive)	
ITU Region 1		10700000000	11700000000	FIXED	
ITU Region 1		10700000000	11700000000	FIXED-SATELLITE (space-to-Earth) 	5.441  5.484A  5.484
ITU Region 1		10700000000	11700000000	MOBILE except aeronautical mobile	
ITU Region 1		11700000000	12500000000	-	5.487  5.487A
ITU Region 1		11700000000	12500000000	FIXED	
ITU Region 1		11700000000	12500000000	MOBILE except aeronautical mobile	
ITU Region 1		11700000000	12500000000	BROADCASTING	
ITU Region 1		11700000000	12500000000	BROADCASTING-SATELLITE	5.492
ITU Region 1		12500000000	12750000000	-	5.494  5.495  5.496
ITU Region 1		12500000000	12750000000	FIXED-SATELLITE (space-to-Earth) 	5.484A
ITU Region 1		12750000000	13250000000	FIXED	
ITU Region 1		12750000000	13250000000	FIXED-SATELLITE (Earth-to-space) 	5.441
ITU Region 1		12750000000	13250000000	MOBILE	
ITU Region 1		12750000000	13250000000	Space research (deep space)	
ITU Region 1		13250000000	13400000000	-	5.498A  5.499
ITU Region 1		13250000000	13400000000	EARTH EXPLORATION-SATELLITE (active)	
ITU Region 1		13250000000	13400000000	AERONAUTICAL RADIONAVIGATION	5.497
ITU Region 1		13250000000	13400000000	SPACE RESEARCH (active)	
ITU Region 1		13400000000	13750000000	-	5.499  5.500  5.501  5.501B
ITU Region 1		13400000000	13750000000	EARTH EXPLORATION-SATELLITE (active)	
ITU Region 1		13400000000	13750000000	RADIOLOCATION	
ITU Region 1		13400000000	13750000000	SPACE RESEARCH	5.501A
ITU Region 1		13400000000	13750000000	Standard frequency and time signal-satellite (Earth-to-space)	
ITU Region 1		13750000000	14000000000	-	5.499  5.500  5.501  5.502  5.503
ITU Region 1		13750000000	14000000000	FIXED-SATELLITE (Earth-to-space) 	5.484A
ITU Region 1		13750000000	14000000000	RADIOLOCATION	
ITU Region 1		13750000000	14000000000	Earth exploration-satellite	
ITU Region 1		13750000000	14000000000	Standard frequency and time signal-satellite (Earth-to-space)	
ITU Region 1		13750000000	14000000000	Space research	
ITU Region 1		14000000000	14250000000	-	5.504A  5.505
ITU Region 1		14000000000	14250000000	FIXED-SATELLITE (Earth-to-space) 	5.457A  5.457B  5.484A  5.506  5.506B
ITU Region 1		14000000000	14250000000	RADIONAVIGATION	5.504
ITU Region 1		14000000000	14250000000	Mobile-satellite (Earth-to-space) 	5.504B  5.504C  5.506A
ITU Region 1		14000000000	14250000000	Space research	
ITU Region 1		14250000000	14300000000	-	5.504A  5.505  5.508
ITU Region 1		14250000000	14300000000	FIXED-SATELLITE (Earth-to-space) 	5.457A  5.457B  5.484A  5.506  5.506B
ITU Region 1		14250000000	14300000000	RADIONAVIGATION	5.504
ITU Region 1		14250000000	14300000000	Mobile-satellite (Earth-to-space) 	5.504B  5.506A  5.508A
ITU Region 1		14250000000	14300000000	Space research	
ITU Region 1		14300000000	14400000000	-	5.504A
ITU Region 1		14300000000	14400000000	FIXED	
ITU Region 1		14300000000	14400000000	FIXED-SATELLITE (Earth-to-space) 	5.457A  5.457B  5.484A  5.506  5.506B
ITU Region 1		14300000000	14400000000	MOBILE except aeronautical mobile	
ITU Region 1		14300000000	14400000000	Mobile-satellite (Earth-to-space) 	5.504B  5.506A  5.509A
ITU Region 1		14300000000	14400000000	Radionavigation-satellite	
ITU Region 1		14400000000	14470000000	-	5.504A
ITU Region 1		14400000000	14470000000	FIXED	
ITU Region 1		14400000000	14470000000	FIXED-SATELLITE (Earth-to-space) 	5.457A  5.457B  5.484A  5.506  5.506B
ITU Region 1		14400000000	14470000000	MOBILE except aeronautical mobile	
ITU Region 1		14400000000	14470000000	Mobile-satellite (Earth-to-space) 	5.504B  5.506A  5.509A
ITU Region 1		14400000000	14470000000	Space research (space-to-Earth)	
ITU Region 1		14470000000	14500000000	-	5.149  5.504A
ITU Region 1		14470000000	14500000000	FIXED	
ITU Region 1		14470000000	14500000000	FIXED-SATELLITE (Earth-to-space) 	5.457A  5.457B  5.484A  5.506  5.506B
ITU Region 1		14470000000	14500000000	MOBILE except aeronautical mobile	
ITU Region 1		14470000000	14500000000	Mobile-satellite (Earth-to-space) 	5.504B  5.506A  5.509A
ITU Region 1		14470000000	14500000000	Radio astronomy	
ITU Region 1		14500000000	14800000000	FIXED	
ITU Region 1		14500000000	14800000000	FIXED-SATELLITE (Earth-to-space) 	5.51
ITU Region 1		14500000000	14800000000	MOBILE	
ITU Region 1		14500000000	14800000000	Space research	
ITU Region 1		14800000000	15350000000	-	5.339
ITU Region 1		14800000000	15350000000	FIXED	
ITU Region 1		14800000000	15350000000	MOBILE	
ITU Region 1		14800000000	15350000000	Space research	
ITU Region 1		15350000000	15400000000	-	5.340  5.511
ITU Region 1		15350000000	15400000000	EARTH EXPLORATION-SATELLITE (passive)	
ITU Region 1		15350000000	15400000000	RADIO ASTRONOMY	
ITU Region 1		15350000000	15400000000	SPACE RESEARCH (passive)	
ITU Region 1		15400000000	15430000000	-	5.511D
ITU Region 1		15400000000	15430000000	AERONAUTICAL RADIONAVIGATION	
ITU Region 1		15430000000	15630000000	-	5.511C
ITU Region 1		15430000000	15630000000	FIXED-SATELLITE (Earth-to-space) 	5.511A
ITU Region 1		15430000000	15630000000	AERONAUTICAL RADIONAVIGATION	
ITU Region 1		15630000000	15700000000	-	5.511D
ITU Region 1		15630000000	15700000000	AERONAUTICAL RADIONAVIGATION	
ITU Region 1		15700000000	16600000000	-	5.512  5.513
ITU Region 1		15700000000	16600000000	RADIOLOCATION	
ITU Region 1		16600000000	17100000000	-	5.512  5.513
ITU Region 1		16600000000	17100000000	RADIOLOCATION	
ITU Region 1		16600000000	17100000000	Space research (deep space)	
ITU Region 1		17100000000	17200000000	-	5.512  5.513
ITU Region 1		17100000000	17200000000	RADIOLOCATION	
ITU Region 1		17200000000	17300000000	-	5.512  5.513  5.513A
ITU Region 1		17200000000	17300000000	EARTH EXPLORATION-SATELLITE (active)	
ITU Region 1		17200000000	17300000000	RADIOLOCATION	
ITU Region 1		17200000000	17300000000	SPACE RESEARCH (active)	
ITU Region 1		17300000000	17700000000	-	5.514
ITU Region 1		17300000000	17700000000	FIXED-SATELLITE (Earth-to-space) 	5.516  5.516A  5.516B
ITU Region 1		17300000000	17700000000	Radiolocation	
ITU Region 1		17700000000	18100000000	FIXED	
ITU Region 1		17700000000	18100000000	FIXED-SATELLITE (space-to-Earth) 	5.484A  5.516
ITU Region 1		17700000000	18100000000	MOBILE	
ITU Region 1		18100000000	18400000000	-	5.519  5.521
ITU Region 1		18100000000	18400000000	FIXED	
ITU Region 1		18100000000	18400000000	FIXED-SATELLITE (space-to-Earth) 	5.484A  5.516B  5.520
ITU Region 1		18100000000	18400000000	MOBILE	
ITU Region 1		18400000000	18600000000	FIXED	
ITU Region 1		18400000000	18600000000	FIXED-SATELLITE (space-to-Earth) 	5.484A  5.516B
ITU Region 1		18400000000	18600000000	MOBILE	
ITU Region 1		18600000000	18800000000	-	5.522A  5.522C
ITU Region 1		18600000000	18800000000	EARTH EXPLORATION-SATELLITE (passive)	
ITU Region 1		18600000000	18800000000	FIXED	
ITU Region 1		18600000000	18800000000	FIXED-SATELLITE (space-to-Earth) 	5.522B
ITU Region 1		18600000000	18800000000	MOBILE except aeronautical mobile	
ITU Region 1		18600000000	18800000000	Space research (passive)	
ITU Region 1		18800000000	19300000000	FIXED	
ITU Region 1		18800000000	19300000000	FIXED-SATELLITE (space-to-Earth) 	5.516B  5.523A
ITU Region 1		18800000000	19300000000	MOBILE	
ITU Region 1		19300000000	19700000000	FIXED	
ITU Region 1		19300000000	19700000000	FIXED-SATELLITE (space-to-Earth) 	5.523B  5.523C  5.523D  5.523E
ITU Region 1		19300000000	19700000000	MOBILE	
ITU Region 1		19700000000	20100000000	-	5.524
ITU Region 1		19700000000	20100000000	FIXED-SATELLITE (space-to-Earth) 	5.484A  5.516B
ITU Region 1		19700000000	20100000000	Mobile-satellite (space-to-Earth)	
ITU Region 1		20100000000	20200000000	-	5.524  5.525  5.526  5.527  5.528
ITU Region 1		20100000000	20200000000	FIXED-SATELLITE (space-to-Earth) 	5.484A  5.516B
ITU Region 1		20100000000	20200000000	MOBILE-SATELLITE (space-to-Earth)	
ITU Region 1		20200000000	21200000000	-	5.524
ITU Region 1		20200000000	21200000000	FIXED-SATELLITE (space-to-Earth)	
ITU Region 1		20200000000	21200000000	MOBILE-SATELLITE (space-to-Earth)	
ITU Region 1		20200000000	21200000000	Standard frequency and time signal-satellite (space-to-Earth)	
ITU Region 1		21200000000	21400000000	EARTH EXPLORATION-SATELLITE (passive)	
ITU Region 1		21200000000	21400000000	FIXED	
ITU Region 1		21200000000	21400000000	MOBILE	
ITU Region 1		21200000000	21400000000	SPACE RESEARCH (passive)	
ITU Region 1		21400000000	22000000000	FIXED	
ITU Region 1		21400000000	22000000000	MOBILE	
ITU Region 1		21400000000	22000000000	BROADCASTING-SATELLITE	5.208B  5.530
ITU Region 1		22000000000	22210000000	-	5.149
ITU Region 1		22000000000	22210000000	FIXED	
ITU Region 1		22000000000	22210000000	MOBILE except aeronautical mobile	
ITU Region 1		22210000000	22500000000	-	5.149  5.532
ITU Region 1		22210000000	22500000000	EARTH EXPLORATION-SATELLITE (passive)	
ITU Region 1		22210000000	22500000000	FIXED	
ITU Region 1		22210000000	22500000000	MOBILE except aeronautical mobile	
ITU Region 1		22210000000	22500000000	RADIO ASTRONOMY	
ITU Region 1		22210000000	22500000000	SPACE RESEARCH (passive)	
ITU Region 1		22500000000	22550000000	FIXED	
ITU Region 1		22500000000	22550000000	MOBILE	
ITU Region 1		22550000000	23550000000	-	5.149
ITU Region 1		22550000000	23550000000	FIXED	
ITU Region 1		22550000000	23550000000	INTER-SATELLITE	5.338A
ITU Region 1		22550000000	23550000000	MOBILE	
ITU Region 1		23550000000	23600000000	FIXED	
ITU Region 1		23550000000	23600000000	MOBILE	
ITU Region 1		23600000000	24000000000	-	5.34
ITU Region 1		23600000000	24000000000	EARTH EXPLORATION-SATELLITE (passive)	
ITU Region 1		23600000000	24000000000	RADIO ASTRONOMY	
ITU Region 1		23600000000	24000000000	SPACE RESEARCH (passive)	
ITU Region 1		24000000000	24050000000	-	5.15
ITU Region 1		24000000000	24050000000	AMATEUR	
ITU Region 1		24000000000	24050000000	AMATEUR-SATELLITE	
ITU Region 1		24050000000	24250000000	-	5.15
ITU Region 1		24050000000	24250000000	RADIOLOCATION	
ITU Region 1		24050000000	24250000000	Amateur	
ITU Region 1		24050000000	24250000000	Earth exploration-satellite (active)	
ITU Region 1		24250000000	24450000000	FIXED	
ITU Region 1		24450000000	24750000000	FIXED	
ITU Region 1		24450000000	24750000000	INTER-SATELLITE	
ITU Region 1		24750000000	25250000000	FIXED	
ITU Region 1		25250000000	25500000000	FIXED	
ITU Region 1		25250000000	25500000000	INTER-SATELLITE	5.536
ITU Region 1		25250000000	25500000000	MOBILE	
ITU Region 1		25250000000	25500000000	Standard frequency and time signal-satellite (Earth-to-space)	
ITU Region 1		25500000000	27000000000	-	5.536A
ITU Region 1		25500000000	27000000000	EARTH EXPLORATION-SATELLITE (space-to-Earth) 	5.536B
ITU Region 1		25500000000	27000000000	FIXED	
ITU Region 1		25500000000	27000000000	INTER-SATELLITE	5.536
ITU Region 1		25500000000	27000000000	MOBILE	
ITU Region 1		25500000000	27000000000	SPACE RESEARCH (space-to-Earth) 	5.536C
ITU Region 1		25500000000	27000000000	Standard frequency and time signal-satellite (Earth-to-space)	
ITU Region 1		27000000000	27500000000	FIXED	
ITU Region 1		27000000000	27500000000	INTER-SATELLITE	5.536
ITU Region 1		27000000000	27500000000	MOBILE	
ITU Region 1		27500000000	28500000000	-	5.538  5.540
ITU Region 1		27500000000	28500000000	FIXED	5.537A
ITU Region 1		27500000000	28500000000	FIXED-SATELLITE (Earth-to-space) 	5.484A  5.516B  5.539
ITU Region 1		27500000000	28500000000	MOBILE	
ITU Region 1		28500000000	29100000000	-	5.54
ITU Region 1		28500000000	29100000000	FIXED	
ITU Region 1		28500000000	29100000000	FIXED-SATELLITE (Earth-to-space) 	5.484A  5.516B  5.523A  5.539
ITU Region 1		28500000000	29100000000	MOBILE	
ITU Region 1		28500000000	29100000000	Earth exploration-satellite (Earth-to-space) 	5.541
ITU Region 1		29100000000	29500000000	-	5.54
ITU Region 1		29100000000	29500000000	FIXED	
ITU Region 1		29100000000	29500000000	FIXED-SATELLITE (Earth-to-space) 	5.516B  5.523C  5.523E  5.535A  5.539  5.541A
ITU Region 1		29100000000	29500000000	MOBILE	
ITU Region 1		29100000000	29500000000	Earth exploration-satellite (Earth-to-space) 	5.541
ITU Region 1		29500000000	29900000000	-	5.540  5.542
ITU Region 1		29500000000	29900000000	FIXED-SATELLITE (Earth-to-space) 	5.484A  5.516B  5.539
ITU Region 1		29500000000	29900000000	Earth exploration-satellite (Earth-to-space) 	5.541
ITU Region 1		29500000000	29900000000	Mobile-satellite (Earth-to-space)	
ITU Region 1		29900000000	30000000000	-	5.525  5.526  5.527  5.538  5.540  5.542
ITU Region 1		29900000000	30000000000	FIXED-SATELLITE (Earth-to-space) 	5.484A  5.516B  5.539
ITU Region 1		29900000000	30000000000	MOBILE-SATELLITE (Earth-to-space)	
ITU Region 1		29900000000	30000000000	Earth exploration-satellite (Earth-to-space) 	5.541  5.543
ITU Region 1		30000000000	31000000000	-	5.542
ITU Region 1		30000000000	31000000000	FIXED-SATELLITE (Earth-to-space) 	5.338A
ITU Region 1		30000000000	31000000000	MOBILE-SATELLITE (Earth-to-space)	
ITU Region 1		30000000000	31000000000	Standard frequency and time signal-satellite (space-to-Earth)	
ITU Region 1		31000000000	31300000000	-	5.149
ITU Region 1		31000000000	31300000000	FIXED	5.338A  5.543A
ITU Region 1		31000000000	31300000000	MOBILE	
ITU Region 1		31000000000	31300000000	Standard frequency and time signal-satellite (space-to-Earth)	
ITU Region 1		31000000000	31300000000	SPACE RESEARCH	5.544  5.545
ITU Region 1		31300000000	31500000000	-	5.34
ITU Region 1		31300000000	31500000000	EARTH EXPLORATION-SATELLITE (passive)	
ITU Region 1		31300000000	31500000000	RADIO ASTRONOMY	
ITU Region 1		31300000000	31500000000	SPACE RESEARCH (passive)	
ITU Region 1		31500000000	31800000000	-	5.149  5.546
ITU Region 1		31500000000	31800000000	EARTH EXPLORATION-SATELLITE (passive)	
ITU Region 1		31500000000	31800000000	RADIO ASTRONOMY	
ITU Region 1		31500000000	31800000000	SPACE RESEARCH (passive)	
ITU Region 1		31500000000	31800000000	Fixed	
ITU Region 1		31500000000	31800000000	Mobile except aeronautical mobile	
ITU Region 1		31800000000	32000000000	-	5.547  5.547B  5.548
ITU Region 1		31800000000	32000000000	FIXED	5.547A
ITU Region 1		31800000000	32000000000	RADIONAVIGATION	
ITU Region 1		31800000000	32000000000	SPACE RESEARCH (deep space)	
ITU Region 1		32000000000	32300000000	-	5.547  5.547C  5.548
ITU Region 1		32000000000	32300000000	FIXED	5.547A
ITU Region 1		32000000000	32300000000	RADIONAVIGATION	
ITU Region 1		32000000000	32300000000	SPACE RESEARCH (deep space)	
ITU Region 1		32300000000	33000000000	-	5.547  5.547D  5.548
ITU Region 1		32300000000	33000000000	FIXED	5.547A
ITU Region 1		32300000000	33000000000	INTER-SATELLITE	
ITU Region 1		32300000000	33000000000	RADIONAVIGATION	
ITU Region 1		33000000000	33400000000	-	5.547  5.547E
ITU Region 1		33000000000	33400000000	FIXED	5.547A
ITU Region 1		33000000000	33400000000	RADIONAVIGATION	
ITU Region 1		33400000000	34200000000	-	5.549
ITU Region 1		33400000000	34200000000	RADIOLOCATION	
ITU Region 1		34200000000	34700000000	-	5.549
ITU Region 1		34200000000	34700000000	RADIOLOCATION	
ITU Region 1		34200000000	34700000000	SPACE RESEARCH (deep space)	
ITU Region 1		34700000000	35200000000	-	5.549
ITU Region 1		34700000000	35200000000	RADIOLOCATION	
ITU Region 1		34700000000	35200000000	Space research	5.55
ITU Region 1		35200000000	35500000000	-	5.549
ITU Region 1		35200000000	35500000000	METEOROLOGICAL AIDS	
ITU Region 1		35200000000	35500000000	RADIOLOCATION	
ITU Region 1		35500000000	36000000000	-	5.549  5.549A
ITU Region 1		35500000000	36000000000	METEOROLOGICAL AIDS	
ITU Region 1		35500000000	36000000000	EARTH EXPLORATION-SATELLITE (active)	
ITU Region 1		35500000000	36000000000	RADIOLOCATION	
ITU Region 1		35500000000	36000000000	SPACE RESEARCH (active)	
ITU Region 1		36000000000	37000000000	-	5.149  5.550A
ITU Region 1		36000000000	37000000000	EARTH EXPLORATION-SATELLITE (passive)	
ITU Region 1		36000000000	37000000000	FIXED	
ITU Region 1		36000000000	37000000000	MOBILE	
ITU Region 1		36000000000	37000000000	SPACE RESEARCH (passive)	
ITU Region 1		37000000000	37500000000	-	5.547
ITU Region 1		37000000000	37500000000	FIXED	
ITU Region 1		37000000000	37500000000	MOBILE	
ITU Region 1		37000000000	37500000000	SPACE RESEARCH (space-to-Earth)	
ITU Region 1		37500000000	38000000000	-	5.547
ITU Region 1		37500000000	38000000000	FIXED	
ITU Region 1		37500000000	38000000000	FIXED-SATELLITE (space-to-Earth)	
ITU Region 1		37500000000	38000000000	MOBILE	
ITU Region 1		37500000000	38000000000	SPACE RESEARCH (space-to-Earth)	
ITU Region 1		37500000000	38000000000	Earth exploration-satellite (space-to-Earth)	
ITU Region 1		38000000000	39500000000	-	5.547
ITU Region 1		38000000000	39500000000	FIXED	
ITU Region 1		38000000000	39500000000	FIXED-SATELLITE (space-to-Earth)	
ITU Region 1		38000000000	39500000000	MOBILE	
ITU Region 1		38000000000	39500000000	Earth exploration-satellite (space-to-Earth)	
ITU Region 1		39500000000	40000000000	-	5.547
ITU Region 1		39500000000	40000000000	FIXED	
ITU Region 1		39500000000	40000000000	FIXED-SATELLITE (space-to-Earth) 	5.516B
ITU Region 1		39500000000	40000000000	MOBILE	
ITU Region 1		39500000000	40000000000	MOBILE-SATELLITE (space-to-Earth)	
ITU Region 1		39500000000	40000000000	Earth exploration-satellite (space-to-Earth)	
ITU Region 1		40000000000	40500000000	EARTH EXPLORATION-SATELLITE (Earth-to-space)	
ITU Region 1		40000000000	40500000000	FIXED	
ITU Region 1		40000000000	40500000000	FIXED-SATELLITE (space-to-Earth) 	5.516B
ITU Region 1		40000000000	40500000000	MOBILE	
ITU Region 1		40000000000	40500000000	MOBILE-SATELLITE (space-to-Earth)	
ITU Region 1		40000000000	40500000000	SPACE RESEARCH (Earth-to-space)	
ITU Region 1		40000000000	40500000000	Earth exploration-satellite (space-to-Earth)	
ITU Region 1		40500000000	41000000000	-	5.547
ITU Region 1		40500000000	41000000000	FIXED	
ITU Region 1		40500000000	41000000000	FIXED-SATELLITE (space-to-Earth)	
ITU Region 1		40500000000	41000000000	BROADCASTING	
ITU Region 1		40500000000	41000000000	BROADCASTING-SATELLITE	
ITU Region 1		40500000000	41000000000	Mobile	
ITU Region 1		41000000000	42500000000	-	5.547  5.551F  5.551H  5.551I
ITU Region 1		41000000000	42500000000	FIXED	
ITU Region 1		41000000000	42500000000	FIXED-SATELLITE (space-to-Earth) 	5.516B
ITU Region 1		41000000000	42500000000	BROADCASTING	
ITU Region 1		41000000000	42500000000	BROADCASTING-SATELLITE	
ITU Region 1		41000000000	42500000000	Mobile	
ITU Region 1		42500000000	43500000000	-	5.149  5.547
ITU Region 1		42500000000	43500000000	FIXED	
ITU Region 1		42500000000	43500000000	FIXED-SATELLITE (Earth-to-space) 	5.552
ITU Region 1		42500000000	43500000000	MOBILE except aeronautical mobile	
ITU Region 1		42500000000	43500000000	RADIO ASTRONOMY	
ITU Region 1		43500000000	47000000000	-	5.554
ITU Region 1		43500000000	47000000000	MOBILE	5.553
ITU Region 1		43500000000	47000000000	MOBILE-SATELLITE	
ITU Region 1		43500000000	47000000000	RADIONAVIGATION	
ITU Region 1		43500000000	47000000000	RADIONAVIGATION-SATELLITE	
ITU Region 1		47000000000	47200000000	AMATEUR	
ITU Region 1		47000000000	47200000000	AMATEUR-SATELLITE	
ITU Region 1		47200000000	47500000000	-	5.552A
ITU Region 1		47200000000	47500000000	FIXED	
ITU Region 1		47200000000	47500000000	FIXED-SATELLITE (Earth-to-space) 	5.552
ITU Region 1		47200000000	47500000000	MOBILE	
ITU Region 1		47500000000	47900000000	FIXED	
ITU Region 1		47500000000	47900000000	FIXED-SATELLITE (Earth-to-space) 	5.552  5.516B  5.554A
ITU Region 1		47500000000	47900000000	MOBILE	
ITU Region 1		47900000000	48200000000	-	5.552A
ITU Region 1		47900000000	48200000000	FIXED	
ITU Region 1		47900000000	48200000000	FIXED-SATELLITE (Earth-to-space) 	5.552
ITU Region 1		47900000000	48200000000	MOBILE	
ITU Region 1		48200000000	48540000000	FIXED	
ITU Region 1		48200000000	48540000000	FIXED-SATELLITE (Earth-to-space) 	5.552  5.516B  5.554A  5.555B
ITU Region 1		48200000000	48540000000	MOBILE	
ITU Region 1		48540000000	49440000000	-	5.149  5.340  5.555
ITU Region 1		48540000000	49440000000	FIXED	
ITU Region 1		48540000000	49440000000	FIXED-SATELLITE (Earth-to-space) 	5.552
ITU Region 1		48540000000	49440000000	MOBILE	
ITU Region 1		49440000000	50200000000	FIXED	
ITU Region 1		49440000000	50200000000	FIXED-SATELLITE (Earth-to-space) 	5.338A  5.552  5.516B  5.554A  5.555B
ITU Region 1		49440000000	50200000000	MOBILE	
