Region	Activity	lower_frequency	upper_frequency	Category	Service	Footnotes
US	Non-Federal-Government	4438000	4650000		-	US22,US340
US	Non-Federal-Government	4438000	4650000	p	Fixed	
US	Non-Federal-Government	4438000	4650000	p	Mobile except aeronautical mobile (R)	
US	Non-Federal-Government	4650000	4700000		-	US282,US283,US340
US	Non-Federal-Government	4650000	4700000	p	Aeronautical Mobile (R)	
US	Non-Federal-Government	4700000	4750000		-	US340
US	Non-Federal-Government	4700000	4750000	p	Aeronautical Mobile (OR)	
US	Non-Federal-Government	4750000	4850000		-	US340
US	Non-Federal-Government	4750000	4850000	p	Fixed	
US	Non-Federal-Government	4750000	4850000	p	Mobile except aeronautical mobile (R)	
US	Non-Federal-Government	4850000	4995000		-	US340
US	Non-Federal-Government	4850000	4995000	p	Fixed	
US	Non-Federal-Government	4995000	5005000		-	US1,US340
US	Non-Federal-Government	4995000	5005000	p	Standard Frequency And Time Signal (5000 kHz)	
US	Non-Federal-Government	5005000	5060000		-	US340
US	Non-Federal-Government	5005000	5060000	p	Fixed	US22
US	Non-Federal-Government	5060000	5450000		-	US23,US212,US340
US	Non-Federal-Government	5060000	5450000	p	Fixed	US22
US	Non-Federal-Government	5060000	5450000	s	Mobile except aeronautical mobile	
US	Non-Federal-Government	5450000	5680000		-	5.111,5.115,US283,US340
US	Non-Federal-Government	5450000	5680000	p	Aeronautical Mobile (R)	
US	Non-Federal-Government	5680000	5730000		-	5.111,5.115,US340
US	Non-Federal-Government	5680000	5730000	p	Aeronautical Mobile (OR)	
US	Non-Federal-Government	5730000	5900000		-	US340
US	Non-Federal-Government	5730000	5900000	p	Fixed	
US	Non-Federal-Government	5730000	5900000	p	Mobile except aeronautical mobile (R)	
US	Non-Federal-Government	5900000	6200000		-	US136,US340
US	Non-Federal-Government	5900000	6200000	p	Broadcasting	5.134
US	Non-Federal-Government	6200000	6525000		-	US296,US340
US	Non-Federal-Government	6200000	6525000	p	Maritime Mobile	5.109,5.110,5.130,5.132,US82
US	Non-Federal-Government	6525000	6685000		-	US283,US340
US	Non-Federal-Government	6525000	6685000	p	Aeronautical Mobile (R)	
US	Non-Federal-Government	6685000	6765000		-	US340
US	Non-Federal-Government	6685000	6765000	p	Aeronautical Mobile (OR)	
US	Non-Federal-Government	6765000	7000000		-	5.138,US340
US	Non-Federal-Government	6765000	7000000	p	Fixed	US22
US	Non-Federal-Government	6765000	7000000	p	Mobile except aeronautical mobile (R)	
US	Non-Federal-Government	7000000	7100000		-	US340
US	Non-Federal-Government	7000000	7100000	p	Amateur	
US	Non-Federal-Government	7000000	7100000	p	Amateur-Satellite	
US	Non-Federal-Government	7100000	7200000		-	US340
US	Non-Federal-Government	7100000	7200000	p	Amateur	
US	Non-Federal-Government	7200000	7300000		-	US142,US340
US	Non-Federal-Government	7200000	7300000	p	Amateur	
US	Non-Federal-Government	7300000	7400000		-	US136,US340
US	Non-Federal-Government	7300000	7400000	p	Broadcasting	5.134
US	Non-Federal-Government	7400000	7450000		-	US142,US340
US	Non-Federal-Government	7400000	7450000	p	Fixed	
US	Non-Federal-Government	7400000	7450000	p	Mobile except aeronautical mobile (R)	
US	Non-Federal-Government	7450000	8100000		-	US340
US	Non-Federal-Government	7450000	8100000	p	Fixed	US22
US	Non-Federal-Government	7450000	8100000	p	Mobile except aeronautical mobile (R)	
US	Non-Federal-Government	8100000	8195000		-	US340
US	Non-Federal-Government	8100000	8195000	p	Fixed	
US	Non-Federal-Government	8100000	8195000	p	Maritime Mobile	
US	Non-Federal-Government	8195000	8815000		-	5.111,US296,US340
US	Non-Federal-Government	8195000	8815000	p	Maritime Mobile	5.109,5.110,5.132,5.145,US82
US	Non-Federal-Government	8815000	8965000		-	US340
US	Non-Federal-Government	8815000	8965000	p	Aeronautical Mobile (R)	
US	Non-Federal-Government	8965000	9040000		-	US340
US	Non-Federal-Government	8965000	9040000	p	Aeronautical Mobile (OR)	
US	Non-Federal-Government	9040000	9400000		-	US340
US	Non-Federal-Government	9040000	9400000	p	Fixed	
US	Non-Federal-Government	9400000	9900000		-	US136,US340
US	Non-Federal-Government	9400000	9900000	p	Broadcasting	5.134
US	Non-Federal-Government	9900000	9995000		-	US340
US	Non-Federal-Government	9900000	9995000	p	Fixed	
US	Non-Federal-Government	9995000	10005000		-	5.111,US1,US340
US	Non-Federal-Government	9995000	10005000	p	Standard Frequency And Time Signal (10000 kHz)	
US	Non-Federal-Government	10005000	10100000		-	5.111,US283,US340
US	Non-Federal-Government	10005000	10100000	p	Aeronautical Mobile (R)	
US	Non-Federal-Government	10100000	10150000		-	US340
US	Non-Federal-Government	10100000	10150000	p	Amateur	US247
US	Non-Federal-Government	10150000	11175000		-	US340
US	Non-Federal-Government	10150000	11175000	p	Fixed	
US	Non-Federal-Government	10150000	11175000	s	Mobile except aeronautical mobile (R)	
US	Non-Federal-Government	11175000	11275000		-	US340
US	Non-Federal-Government	11175000	11275000	p	Aeronautical Mobile (OR)	
US	Non-Federal-Government	11275000	11400000		-	US283,US340
US	Non-Federal-Government	11275000	11400000	p	Aeronautical Mobile (R)	
US	Non-Federal-Government	11400000	11600000		-	US340
US	Non-Federal-Government	11400000	11600000	p	Fixed	
US	Non-Federal-Government	11600000	12100000		-	US136,US340
US	Non-Federal-Government	11600000	12100000	p	Broadcasting	5.134
US	Non-Federal-Government	12100000	12230000		-	US340
US	Non-Federal-Government	12100000	12230000	p	Fixed	
US	Non-Federal-Government	12230000	13200000		-	US296,US340
US	Non-Federal-Government	12230000	13200000	p	Maritime Mobile	5.109,5.110,5.132,5.145,US82
US	Non-Federal-Government	13200000	13260000		-	US340
US	Non-Federal-Government	13200000	13260000	p	Aeronautical Mobile (OR)	
US	Non-Federal-Government	13260000	13360000		-	US283,US340
US	Non-Federal-Government	13260000	13360000	p	Aeronautical Mobile (R)	
US	Non-Federal-Government	13360000	13410000		-	US342
US	Non-Federal-Government	13360000	13410000	p	Radio Astronomy	
US	Non-Federal-Government	13410000	13570000		-	5.150,US340
US	Non-Federal-Government	13410000	13570000	p	Fixed	
US	Non-Federal-Government	13570000	13870000		-	US136,US340
US	Non-Federal-Government	13570000	13870000	p	Broadcasting	5.134
US	Non-Federal-Government	13870000	14000000		-	US340
US	Non-Federal-Government	13870000	14000000	p	Fixed	
US	Non-Federal-Government	14000000	14250000		-	US340
US	Non-Federal-Government	14000000	14250000	p	Amateur	
US	Non-Federal-Government	14000000	14250000	p	Amateur-Satellite	
US	Non-Federal-Government	14250000	14350000		-	US340
US	Non-Federal-Government	14250000	14350000	p	Amateur	
US	Non-Federal-Government	14350000	14990000		-	US340
US	Non-Federal-Government	14350000	14990000	p	Fixed	
US	Non-Federal-Government	14990000	15010000		-	5.111,US1,US340
US	Non-Federal-Government	14990000	15010000	p	Standard Frequency And Time Signal (15000 kHz)	
US	Non-Federal-Government	15010000	15100000		-	US340
US	Non-Federal-Government	15010000	15100000	p	Aeronautical Mobile (OR)	
US	Non-Federal-Government	15100000	15800000		-	US136,US340
US	Non-Federal-Government	15100000	15800000	p	Broadcasting	5.134
US	Non-Federal-Government	15800000	16360000		-	US340
US	Non-Federal-Government	15800000	16360000	p	Fixed	
US	Non-Federal-Government	16360000	17410000		-	US296,US340
US	Non-Federal-Government	16360000	17410000	p	Maritime Mobile	5.109,5.110,5.132,5.145,US82
US	Non-Federal-Government	17410000	17480000		-	US340
US	Non-Federal-Government	17410000	17480000	p	Fixed	
US	Non-Federal-Government	17480000	17900000		-	US136,US340
US	Non-Federal-Government	17480000	17900000	p	Broadcasting	5.134
US	Non-Federal-Government	17900000	17970000		-	US283,US340
US	Non-Federal-Government	17900000	17970000	p	Aeronautical Mobile (R)	
US	Non-Federal-Government	17970000	18030000		-	US340
US	Non-Federal-Government	17970000	18030000	p	Aeronautical Mobile (OR)	
US	Non-Federal-Government	18030000	18068000		-	US340
US	Non-Federal-Government	18030000	18068000	p	Fixed	
US	Non-Federal-Government	18068000	18168000		-	US340
US	Non-Federal-Government	18068000	18168000	p	Amateur	
US	Non-Federal-Government	18068000	18168000	p	Amateur-Satellite	
US	Non-Federal-Government	18168000	18780000		-	US340
US	Non-Federal-Government	18168000	18780000	p	Fixed	
US	Non-Federal-Government	18168000	18780000	s	Mobile	
US	Non-Federal-Government	18780000	18900000		-	US296,US340
US	Non-Federal-Government	18780000	18900000	p	Maritime Mobile	US82
US	Non-Federal-Government	18900000	19020000		-	US136,US340
US	Non-Federal-Government	18900000	19020000	p	Broadcasting	5.134
US	Non-Federal-Government	19020000	19680000		-	US340
US	Non-Federal-Government	19020000	19680000	p	Fixed	
US	Non-Federal-Government	19680000	19800000		-	US340
US	Non-Federal-Government	19680000	19800000	p	Maritime Mobile	5.132
US	Non-Federal-Government	19800000	19990000		-	US340
US	Non-Federal-Government	19800000	19990000	p	Fixed	
US	Non-Federal-Government	19990000	20010000		-	5.111,US1,US340
US	Non-Federal-Government	19990000	20010000	p	Standard Frequency And Time Signal (20000 kHz)	
US	Non-Federal-Government	20010000	21000000		-	US340
US	Non-Federal-Government	20010000	21000000	p	Fixed	
US	Non-Federal-Government	21000000	21450000		-	US340
US	Non-Federal-Government	21000000	21450000	p	Amateur	
US	Non-Federal-Government	21000000	21450000	p	Amateur-Satellite	
US	Non-Federal-Government	21450000	21850000		-	US340
US	Non-Federal-Government	21450000	21850000	p	Broadcasting	
US	Non-Federal-Government	21850000	21924000		-	US340
US	Non-Federal-Government	21850000	21924000	p	Fixed	
US	Non-Federal-Government	21924000	22000000		-	US340
US	Non-Federal-Government	21924000	22000000	p	Aeronautical Mobile (R)	
US	Non-Federal-Government	22000000	22855000		-	US296,US340
US	Non-Federal-Government	22000000	22855000	p	Maritime Mobile	5.132,US82
US	Non-Federal-Government	22855000	23000000		-	US340
US	Non-Federal-Government	22855000	23000000	p	Fixed	
US	Non-Federal-Government	23000000	23200000		-	US340
US	Non-Federal-Government	23000000	23200000	p	Fixed	
US	Non-Federal-Government	23200000	23350000		-	US340
US	Non-Federal-Government	23200000	23350000	p	Aeronautical Mobile (OR)	
US	Non-Federal-Government	23350000	24890000		-	US340
US	Non-Federal-Government	23350000	24890000	p	Fixed	
US	Non-Federal-Government	24890000	24990000		-	US340
US	Non-Federal-Government	24890000	24990000	p	Amateur	
US	Non-Federal-Government	24890000	24990000	p	Amateur-Satellite	
US	Non-Federal-Government	24990000	25010000		-	US1,US340
US	Non-Federal-Government	24990000	25010000	p	Standard Frequency And Time Signal (25000 kHz)	
US	Non-Federal-Government	25010000	25070000		-	US340,NG112
US	Non-Federal-Government	25010000	25070000	p	Land Mobile	
US	Non-Federal-Government	25070000	25210000		-	US281,US296,US340,NG112
US	Non-Federal-Government	25070000	25210000	p	Maritime Mobile	US82
US	Non-Federal-Government	25210000	25330000		-	US340
US	Non-Federal-Government	25210000	25330000	p	Land Mobile	
US	Non-Federal-Government	25330000	25550000		-	US340
US	Non-Federal-Government	25550000	25670000		-	US342
US	Non-Federal-Government	25550000	25670000	p	Radio Astronomy	US74
US	Non-Federal-Government	25670000	26100000		-	US25,US340
US	Non-Federal-Government	25670000	26100000	p	Broadcasting	
US	Non-Federal-Government	26100000	26175000		-	US25,US340
US	Non-Federal-Government	26100000	26175000	p	Maritime Mobile	5.132
US	Non-Federal-Government	26175000	26480000		-	US340
US	Non-Federal-Government	26175000	26480000	p	Land Mobile	
US	Non-Federal-Government	26480000	26950000		-	US340
US	Non-Federal-Government	26950000	26960000		-	5.150,US340
US	Non-Federal-Government	26950000	26960000	p	Fixed	
US	Non-Federal-Government	26960000	27230000		-	5.150,US340
US	Non-Federal-Government	26960000	27230000	p	Mobile except aeronautical mobile	
US	Non-Federal-Government	27230000	27410000		-	5.150,US340
US	Non-Federal-Government	27230000	27410000	p	Fixed	
US	Non-Federal-Government	27230000	27410000	p	Mobile except aeronautical mobile	
US	Non-Federal-Government	27410000	27540000		-	US340
US	Non-Federal-Government	27410000	27540000	p	Fixed	
US	Non-Federal-Government	27410000	27540000	p	Land Mobile	
US	Non-Federal-Government	27540000	28000000		-	US298,US340
US	Non-Federal-Government	28000000	29700000		-	US340
US	Non-Federal-Government	28000000	29700000	p	Amateur	
US	Non-Federal-Government	28000000	29700000	p	Amateur-Satellite	
US	Non-Federal-Government	29700000	29800000		-	US340
US	Non-Federal-Government	29700000	29800000	p	Land Mobile	
US	Non-Federal-Government	29800000	29890000		-	US340
US	Non-Federal-Government	29800000	29890000	p	Fixed	
US	Non-Federal-Government	29890000	29910000		-	US340
US	Non-Federal-Government	29910000	30000000		-	US340
US	Non-Federal-Government	29910000	30000000	p	Fixed	
US	Non-Federal-Government	30000000	30560000		-	
US	Non-Federal-Government	30560000	32000000		-	NG124
US	Non-Federal-Government	30560000	32000000	p	Fixed	
US	Non-Federal-Government	30560000	32000000	p	Land Mobile	
US	Non-Federal-Government	32000000	33000000		-	
US	Non-Federal-Government	33000000	34000000		-	NG124
US	Non-Federal-Government	33000000	34000000	p	Fixed	
US	Non-Federal-Government	33000000	34000000	p	Land Mobile	
US	Non-Federal-Government	34000000	35000000		-	
US	Non-Federal-Government	35000000	36000000	p	Fixed	
US	Non-Federal-Government	35000000	36000000	p	Land Mobile	
US	Non-Federal-Government	36000000	37000000		-	US220
US	Non-Federal-Government	37000000	37500000		-	NG124
US	Non-Federal-Government	37000000	37500000	p	Land Mobile	
US	Non-Federal-Government	37500000	38000000		-	US342,NG59,NG124
US	Non-Federal-Government	37500000	38000000	p	Land Mobile	
US	Non-Federal-Government	37500000	38000000	s	Radio Astronomy	
US	Non-Federal-Government	38000000	38250000		-	US81,US342
US	Non-Federal-Government	38000000	38250000	p	Radio Astronomy	
US	Non-Federal-Government	38250000	39000000		-	
US	Non-Federal-Government	39000000	40000000		-	NG124
US	Non-Federal-Government	39000000	40000000	p	Land Mobile	
US	Non-Federal-Government	40000000	42000000		-	5.150,US210,US220
US	Non-Federal-Government	42000000	43690000		-	NG124,NG141
US	Non-Federal-Government	42000000	43690000	p	Fixed	
US	Non-Federal-Government	42000000	43690000	p	Land Mobile	
US	Non-Federal-Government	43690000	46600000		-	NG124,NG141
US	Non-Federal-Government	43690000	46600000	p	Land Mobile	
US	Non-Federal-Government	46600000	47000000		-	
US	Non-Federal-Government	47000000	49600000		-	NG124
US	Non-Federal-Government	47000000	49600000	p	Land Mobile	
US	Non-Federal-Government	49600000	50000000		-	
US	Non-Federal-Government	50000000	54000000	p	Amateur	
US	Non-Federal-Government	54000000	72000000		-	NG5,NG14,NG115,NG149
US	Non-Federal-Government	54000000	72000000	p	Broadcasting	
US	Non-Federal-Government	72000000	73000000		-	NG3,NG49,NG56
US	Non-Federal-Government	72000000	73000000	p	Fixed	
US	Non-Federal-Government	72000000	73000000	p	Mobile	
US	Non-Federal-Government	73000000	74600000		-	US246
US	Non-Federal-Government	73000000	74600000	p	Radio Astronomy	US74
US	Non-Federal-Government	74600000	74800000		-	US273
US	Non-Federal-Government	74600000	74800000	p	Fixed	
US	Non-Federal-Government	74600000	74800000	p	Mobile	
US	Non-Federal-Government	74800000	75200000		-	5.18
US	Non-Federal-Government	74800000	75200000	p	Aeronautical Radionavigation	
US	Non-Federal-Government	75200000	75400000		-	US273
US	Non-Federal-Government	75200000	75400000	p	Fixed	
US	Non-Federal-Government	75200000	75400000	p	Mobile	
US	Non-Federal-Government	75400000	76000000		-	NG3,NG49,NG56
US	Non-Federal-Government	75400000	76000000	p	Fixed	
US	Non-Federal-Government	75400000	76000000	p	Mobile	
US	Non-Federal-Government	76000000	88000000		-	NG5,NG14,NG115,NG149
US	Non-Federal-Government	76000000	88000000	p	Broadcasting	
US	Non-Federal-Government	88000000	108000000		-	US93,NG5
US	Non-Federal-Government	88000000	108000000	p	Broadcasting	NG2
US	Non-Federal-Government	108000000	117975000		-	US93,US343
US	Non-Federal-Government	108000000	117975000	p	Aeronautical Radionavigation	
US	Non-Federal-Government	117975000	121937500		-	5.111,5.200,US26,US28,US36
US	Non-Federal-Government	117975000	121937500	p	Aeronautical Mobile (R)	
US	Non-Federal-Government	121937500	123087500		-	5.198,US30,US31,US33,US80,US102,US213
US	Non-Federal-Government	121937500	123087500	p	Aeronautical Mobile	
US	Non-Federal-Government	123087500	123587500		-	5.198,5.200,US32,US33,US112
US	Non-Federal-Government	123087500	123587500	p	Aeronautical Mobile	
US	Non-Federal-Government	123587500	128812500		-	US26,US36
US	Non-Federal-Government	123587500	128812500	p	Aeronautical Mobile (R)	
US	Non-Federal-Government	128812500	132012500		-	5.198
US	Non-Federal-Government	128812500	132012500	p	Aeronautical Mobile (R)	
US	Non-Federal-Government	132012500	136000000		-	5.198,US26
US	Non-Federal-Government	132012500	136000000	p	Aeronautical Mobile (R)	
US	Non-Federal-Government	136000000	137000000		-	US244
US	Non-Federal-Government	136000000	137000000	p	Aeronautical Mobile (R)	
US	Non-Federal-Government	137000000	137025000		-	5.208
US	Non-Federal-Government	137000000	137025000	p	Meteorological-Satellite (space-to-Earth)	
US	Non-Federal-Government	137000000	137025000	p	Mobile-Satellite (space-to-Earth) 	US319,US320
US	Non-Federal-Government	137000000	137025000	p	Space Operation (space-to-Earth)	
US	Non-Federal-Government	137000000	137025000	p	Space Research (space-to-Earth)	
US	Non-Federal-Government	137025000	137175000		-	5.208
US	Non-Federal-Government	137025000	137175000	p	Meteorological-Satellite (space-to-Earth)	
US	Non-Federal-Government	137025000	137175000	s	Mobile-Satellite (space-to-Earth) 	US319,US320
US	Non-Federal-Government	137025000	137175000	p	Space Operation (space-to-Earth)	
US	Non-Federal-Government	137025000	137175000	p	Space Research (space-to-Earth)	
US	Non-Federal-Government	137175000	137825000		-	5.208
US	Non-Federal-Government	137175000	137825000	p	Meteorological-Satellite (space-to-Earth)	
US	Non-Federal-Government	137175000	137825000	p	Mobile-Satellite (space-to-Earth) 	US319,US320
US	Non-Federal-Government	137175000	137825000	p	Space Operation (space-to-Earth)	
US	Non-Federal-Government	137175000	137825000	p	Space Research (space-to-Earth)	
US	Non-Federal-Government	137825000	138000000		-	5.208
US	Non-Federal-Government	137825000	138000000	p	Meteorological-Satellite (space-to-Earth)	
US	Non-Federal-Government	137825000	138000000	s	Mobile-Satellite (space-to-Earth) 	US319,US320
US	Non-Federal-Government	137825000	138000000	p	Space Operation (space-to-Earth)	
US	Non-Federal-Government	137825000	138000000	p	Space Research (space-to-Earth)	
US	Non-Federal-Government	138000000	144000000		-	
US	Non-Federal-Government	144000000	146000000	p	Amateur	
US	Non-Federal-Government	144000000	146000000	p	Amateur-Satellite	
US	Non-Federal-Government	146000000	148000000	p	Amateur	
US	Non-Federal-Government	148000000	149900000		-	5.218,5.219,US319
US	Non-Federal-Government	148000000	149900000	p	Mobile-Satellite (Earth-to-space) 	US320,US323,US325
US	Non-Federal-Government	149900000	150050000		-	5.223
US	Non-Federal-Government	149900000	150050000	p	Mobile-Satellite (Earth-to-space) 	US319,US320
US	Non-Federal-Government	149900000	150050000	p	Radionavigation-Satellite	
US	Non-Federal-Government	150050000	150800000		-	US73
US	Non-Federal-Government	150800000	152855000		-	US73,NG124
US	Non-Federal-Government	150800000	152855000	p	Fixed	
US	Non-Federal-Government	150800000	152855000	p	Land Mobile	NG4,NG51,NG112
US	Non-Federal-Government	152855000	154000000		-	NG124
US	Non-Federal-Government	152855000	154000000	p	Land Mobile	NG4
US	Non-Federal-Government	154000000	156247500		-	5.226,NG117,NG124,NG148
US	Non-Federal-Government	154000000	156247500	p	Fixed	
US	Non-Federal-Government	154000000	156247500	p	Land Mobile	NG112
US	Non-Federal-Government	156247500	156762500		-	US77,US266,NG124
US	Non-Federal-Government	156247500	156762500	p	Maritime Mobile	US106,US226,NG117
US	Non-Federal-Government	156762500	156837500		-	5.226,US266	
US	Non-Federal-Government	156762500	156837500	p	Maritime Mobile (distress, urgency, safety, and calling)	
US	Non-Federal-Government	156837500	157037500		-	5.226,US77,US266	
US	Non-Federal-Government	156837500	157037500	p	Maritime Mobile		
US	Non-Federal-Government	157037500	157187500		-	5.226,US214,US266
US	Non-Federal-Government	157187500	157450000		-	5.226,NG111
US	Non-Federal-Government	157187500	157450000	p	Mobile except aeronautical mobile	US266
US	Non-Federal-Government	157450000	161575000		-	5.226,NG6,NG70,NG124,NG148,NG155
US	Non-Federal-Government	157450000	161575000	p	Fixed	
US	Non-Federal-Government	157450000	161575000	p	Land Mobile	NG28,NG111,NG112
US	Non-Federal-Government	161575000	161625000		-	5.226,NG6,NG17
US	Non-Federal-Government	161575000	161625000	p	Maritime Mobile	US77
US	Non-Federal-Government	161625000	161775000		-	5.226
US	Non-Federal-Government	161625000	161775000	p	Land Mobile  NG6	
US	Non-Federal-Government	161775000	161962500		-	5.226
US	Non-Federal-Government	161775000	161962500	p	Mobile except aeronautical mobile	US266,NG6
US	Non-Federal-Government	161962500	161987500	p	Maritime Mobile (AIS) 	US228
US	Non-Federal-Government	161987500	162012500		-	5.226
US	Non-Federal-Government	161987500	162012500	p	Mobile except aeronautical mobile	
US	Non-Federal-Government	162012500	162037500	p	Maritime Mobile (AIS) 	US228
US	Non-Federal-Government	162037500	173200000		-	US8,US11,US13,US73,US300,US312
US	Non-Federal-Government	173200000	173400000	p	Fixed	
US	Non-Federal-Government	173200000	173400000	s	Land Mobile	
US	Non-Federal-Government	173400000	174000000		-	
US	Non-Federal-Government	174000000	216000000		-	NG5,NG14,NG115,NG149
US	Non-Federal-Government	174000000	216000000	p	Broadcasting	
US	Non-Federal-Government	216000000	219000000		-	US210,US241,NG173
US	Non-Federal-Government	216000000	219000000	p	Fixed	
US	Non-Federal-Government	216000000	219000000	p	Mobile except aeronautical mobile	
US	Non-Federal-Government	219000000	220000000		-	US210,US241,NG173
US	Non-Federal-Government	219000000	220000000	s	Amateur	NG152
US	Non-Federal-Government	219000000	220000000	p	Fixed	
US	Non-Federal-Government	219000000	220000000	p	Mobile except aeronautical mobile	
US	Non-Federal-Government	222000000	225000000	p	Amateur	
US	Non-Federal-Government	225000000	235000000		-	
US	Non-Federal-Government	235000000	267000000		-	5.111,5.256
US	Non-Federal-Government	267000000	322000000		-	
US	Non-Federal-Government	322000000	328600000		-	US342
US	Non-Federal-Government	328600000	335400000	p	Aeronautical Radionavigation	5.258
US	Non-Federal-Government	335400000	399900000		-	
US	Non-Federal-Government	399900000	400050000	p	Mobile-Satellite (Earth-to-space) 	US319,US320
US	Non-Federal-Government	399900000	400050000	p	Radionavigation-Satellite	5.26
US	Non-Federal-Government	400050000	400150000		-	5.261
US	Non-Federal-Government	400050000	400150000	p	Standard Frequency And Time Signal-Satellite (400.1 MHz)	
US	Non-Federal-Government	400150000	401000000		-	5.264,US319
US	Non-Federal-Government	400150000	401000000	p	Meteorological Aids (radiosonde) 	US70
US	Non-Federal-Government	400150000	401000000	p	Mobile-Satellite (space-to-Earth) 	US320,US324
US	Non-Federal-Government	400150000	401000000	s	Space Operation (space-to-Earth)	
US	Non-Federal-Government	400150000	401000000	p	Space Research (space-to-Earth) 	5.263
US	Non-Federal-Government	401000000	402000000		-	US64,US384
US	Non-Federal-Government	401000000	402000000	s	Earth Exploration-Satellite (Earth-to-space)	
US	Non-Federal-Government	401000000	402000000	p	Meteorological Aids (radiosonde) 	US70
US	Non-Federal-Government	401000000	402000000	s	Meteorological-Satellite (Earth-to-space)	
US	Non-Federal-Government	401000000	402000000	p	Space Operation (space-to-Earth)	
US	Non-Federal-Government	402000000	403000000		-	US64,US384
US	Non-Federal-Government	402000000	403000000	s	Earth Exploration-Satellite (Earth-to-space)	
US	Non-Federal-Government	402000000	403000000	p	Meteorological Aids (radiosonde) 	US70
US	Non-Federal-Government	402000000	403000000	s	Meteorological-Satellite (Earth-to-space)	
US	Non-Federal-Government	403000000	406000000		-	US64
US	Non-Federal-Government	403000000	406000000	p	Meteorological Aids (radiosonde) 	US70
US	Non-Federal-Government	406000000	406100000		-	5.266,5.267
US	Non-Federal-Government	406000000	406100000	p	Mobile-Satellite (Earth-to-space)	
US	Non-Federal-Government	406100000	410000000		-	US13,US117
US	Non-Federal-Government	406100000	410000000	p	Radio Astronomy	US74
US	Non-Federal-Government	410000000	420000000		-	US13,US64
US	Non-Federal-Government	420000000	450000000		-	5.282,5.286,US64,US87,US230,US269,US397
US	Non-Federal-Government	420000000	450000000	s	Amateur	US270
US	Non-Federal-Government	450000000	454000000		-	5.286,US64,US87,NG112,NG124
US	Non-Federal-Government	450000000	454000000	p	Land Mobile	
US	Non-Federal-Government	455000000	456000000		-	US64
US	Non-Federal-Government	455000000	456000000	p	Land Mobile	
US	Non-Federal-Government	456000000	460000000		-	5.287,5.288,US64,NG12,NG112,NG124,NG148
US	Non-Federal-Government	456000000	460000000	p	Fixed	
US	Non-Federal-Government	456000000	460000000	p	Land Mobile	
US	Non-Federal-Government	460000000	462537500		-	5.289,US201,US209,NG124
US	Non-Federal-Government	460000000	462537500	p	Fixed	
US	Non-Federal-Government	460000000	462537500	p	Land Mobile	
US	Non-Federal-Government	462537500	462737500		-	5.289,US201
US	Non-Federal-Government	462537500	462737500	p	Land Mobile	
US	Non-Federal-Government	462737500	467537500		-	5.287,5.289,US73,US201,US209,NG124
US	Non-Federal-Government	462737500	467537500	p	Fixed	
US	Non-Federal-Government	462737500	467537500	p	Land Mobile	
US	Non-Federal-Government	467537500	467737500		-	5.287,5.289,US201
US	Non-Federal-Government	467537500	467737500	p	Land Mobile	
US	Non-Federal-Government	467737500	470000000		-	5.288,5.289,US73,US201,NG124
US	Non-Federal-Government	467737500	470000000	p	Fixed	
US	Non-Federal-Government	467737500	470000000	p	Land Mobile	
US	Non-Federal-Government	470000000	512000000		-	NG5,NG14,NG66,NG115,NG149
US	Non-Federal-Government	470000000	512000000	p	Broadcasting	
US	Non-Federal-Government	470000000	512000000	p	Fixed	
US	Non-Federal-Government	470000000	512000000	p	Land Mobile	
US	Non-Federal-Government	512000000	608000000		-	NG5,NG14,NG115,NG149
US	Non-Federal-Government	512000000	608000000	p	Broadcasting	
US	Non-Federal-Government	608000000	614000000		-	US246
US	Non-Federal-Government	608000000	614000000	p	Land Mobile (medical telemetry and medical telecommand)	
US	Non-Federal-Government	608000000	614000000	p	Radio Astronomy	US74
US	Non-Federal-Government	775000000	793000000		-	NG159
US	Non-Federal-Government	775000000	793000000	p	Broadcasting	
US	Non-Federal-Government	775000000	793000000	p	Fixed	
US	Non-Federal-Government	775000000	793000000	p	Mobile	
US	Non-Federal-Government	793000000	805000000		-	NG158,NG159
US	Non-Federal-Government	793000000	805000000	p	Fixed	
US	Non-Federal-Government	793000000	805000000	p	Mobile	
US	Non-Federal-Government	805000000	806000000	p	Broadcasting	
US	Non-Federal-Government	805000000	806000000	p	Fixed	
US	Non-Federal-Government	805000000	806000000	p	Mobile	
US	Non-Federal-Government	805000000	806000000		-	NG159	
US	Non-Federal-Government	854000000	894000000		-	US116,US268
US	Non-Federal-Government	854000000	894000000	p	Fixed	
US	Non-Federal-Government	854000000	894000000	p	Land Mobile	
US	Non-Federal-Government	894000000	896000000		-	US116,US268
US	Non-Federal-Government	894000000	896000000	p	Aeronautical Mobile	
US	Non-Federal-Government	896000000	901000000		-	US116,US268
US	Non-Federal-Government	896000000	901000000	p	Fixed	
US	Non-Federal-Government	896000000	901000000	p	Land Mobile	
US	Non-Federal-Government	901000000	902000000		-	US116,US268
US	Non-Federal-Government	901000000	902000000	p	Fixed	
US	Non-Federal-Government	901000000	902000000	p	Mobile	
US	Non-Federal-Government	902000000	928000000		-	5.150,US218,US267,US275
US	Non-Federal-Government	928000000	929000000		-	US116,US268,NG120
US	Non-Federal-Government	928000000	929000000	p	Fixed	
US	Non-Federal-Government	929000000	930000000		-	US116,US268
US	Non-Federal-Government	929000000	930000000	p	Fixed	
US	Non-Federal-Government	929000000	930000000	p	Land Mobile	
